0.000255, 0.750000, 0.000000, 
0.001476, 0.750000, 0.000000, 
0.004222, 0.750000, 0.000000, 
0.009105, 0.750000, 0.000000, 
0.016735, 0.750000, 0.000000, 
0.027721, 0.750000, 0.000000, 
0.042675, 0.750000, 0.000000, 
0.062206, 0.750000, 0.000000, 
0.086926, 0.750000, 0.000000, 
0.117444, 0.750000, 0.000000, 
0.154370, 0.750000, 0.000000, 
0.198316, 0.750000, 0.000000, 
0.249586, 0.750000, 0.000000, 
0.308180, 0.750000, 0.000000, 
0.374099, 0.750000, 0.000000, 
0.447341, 0.750000, 0.000000, 
0.527909, 0.750000, 0.000000, 
0.615800, 0.750000, 0.000000, 
0.711016, 0.750000, 0.000000, 
0.813556, 0.750000, 0.000000, 
0.923420, 0.750000, 0.000000, 
1.040303, 0.750000, 0.000000, 
1.163595, 0.750000, 0.000000, 
1.292686, 0.750000, 0.000000, 
1.426964, 0.750000, 0.000000, 
1.565820, 0.750000, 0.000000, 
1.708644, 0.750000, 0.000000, 
1.854824, 0.750000, 0.000000, 
2.003751, 0.750000, 0.000000, 
2.154814, 0.750000, 0.000000, 
2.307404, 0.750000, 0.000000, 
2.460908, 0.750000, 0.000000, 
2.614568, 0.750000, 0.000000, 
2.767622, 0.750000, 0.000000, 
2.919461, 0.750000, 0.000000, 
3.069473, 0.750000, 0.000000, 
3.217049, 0.750000, 0.000000, 
3.361577, 0.750000, 0.000000, 
3.502449, 0.750000, 0.000000, 
3.639053, 0.750000, 0.000000, 
3.770779, 0.750000, 0.000000, 
3.897016, 0.750000, 0.000000, 
4.017155, 0.750000, 0.000000, 
4.130585, 0.750000, 0.000000, 
4.236846, 0.750000, 0.000000, 
4.335782, 0.750000, 0.000000, 
4.427394, 0.750000, 0.000000, 
4.511682, 0.750000, 0.000000, 
4.588645, 0.750000, 0.000000, 
4.658284, 0.750000, 0.000000, 
4.720599, 0.750000, 0.000000, 
4.775590, 0.750000, 0.000000, 
4.823256, 0.750000, 0.000000, 
4.863748, 0.750000, 0.000000, 
4.897522, 0.750000, 0.000000, 
4.925186, 0.750000, 0.000000, 
4.947353, 0.750000, 0.000000, 
4.964632, 0.750000, 0.000000, 
4.977634, 0.750000, 0.000000, 
4.986969, 0.750000, 0.000000, 
4.993247, 0.750000, 0.000000, 
4.997079, 0.750000, 0.000000, 
4.999075, 0.750000, 0.000000, 
4.999845, 0.750000, 0.000000, 
5.000000, 0.750000, 0.000000, 
5.000000, 0.750000, 0.000000, 
